clip_id,role,split,video_file,t_sec,source_frame_index,source_fps,sample_fps,path,width,height
A,train_pool,train,8968356-hd_1920_1080_30fps.mp4,14.5145,435,29.97003,2.0,data/frames/A/000435.jpg,1920,1080
A,train_pool,train,8968356-hd_1920_1080_30fps.mp4,15.015,450,29.97003,2.0,data/frames/A/000450.jpg,1920,1080
A,train_pool,val,8968356-hd_1920_1080_30fps.mp4,15.5155,465,29.97003,2.0,data/frames/A/000465.jpg,1920,1080
A,train_pool,val,8968356-hd_1920_1080_30fps.mp4,16.016,480,29.97003,2.0,data/frames/A/000480.jpg,1920,1080
A,train_pool,val,8968356-hd_1920_1080_30fps.mp4,16.5165,495,29.97003,2.0,data/frames/A/000495.jpg,1920,1080
A,train_pool,val,8968356-hd_1920_1080_30fps.mp4,17.017,510,29.97003,2.0,data/frames/A/000510.jpg,1920,1080
A,train_pool,val,8968356-hd_1920_1080_30fps.mp4,17.5175,525,29.97003,2.0,data/frames/A/000525.jpg,1920,1080
A,train_pool,val,8968356-hd_1920_1080_30fps.mp4,18.018,540,29.97003,2.0,data/frames/A/000540.jpg,1920,1080
A,train_pool,val,8968356-hd_1920_1080_30fps.mp4,18.5185,555,29.97003,2.0,data/frames/A/000555.jpg,1920,1080
A,train_pool,val,8968356-hd_1920_1080_30fps.mp4,19.019,570,29.97003,2.0,data/frames/A/000570.jpg,1920,1080
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,0.0,0,24.0,2.0,data/frames/B/000000.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,0.5,12,24.0,2.0,data/frames/B/000012.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,1.0,24,24.0,2.0,data/frames/B/000024.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,1.5,36,24.0,2.0,data/frames/B/000036.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,2.0,48,24.0,2.0,data/frames/B/000048.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,2.5,60,24.0,2.0,data/frames/B/000060.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,3.0,72,24.0,2.0,data/frames/B/000072.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,3.5,84,24.0,2.0,data/frames/B/000084.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,4.0,96,24.0,2.0,data/frames/B/000096.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,4.5,108,24.0,2.0,data/frames/B/000108.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,5.0,120,24.0,2.0,data/frames/B/000120.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,5.5,132,24.0,2.0,data/frames/B/000132.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,6.0,144,24.0,2.0,data/frames/B/000144.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,6.5,156,24.0,2.0,data/frames/B/000156.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,7.0,168,24.0,2.0,data/frames/B/000168.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,7.5,180,24.0,2.0,data/frames/B/000180.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,8.0,192,24.0,2.0,data/frames/B/000192.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,8.5,204,24.0,2.0,data/frames/B/000204.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,9.0,216,24.0,2.0,data/frames/B/000216.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,9.5,228,24.0,2.0,data/frames/B/000228.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,10.0,240,24.0,2.0,data/frames/B/000240.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,10.5,252,24.0,2.0,data/frames/B/000252.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,11.0,264,24.0,2.0,data/frames/B/000264.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,11.5,276,24.0,2.0,data/frames/B/000276.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,12.0,288,24.0,2.0,data/frames/B/000288.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,12.5,300,24.0,2.0,data/frames/B/000300.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,13.0,312,24.0,2.0,data/frames/B/000312.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,13.5,324,24.0,2.0,data/frames/B/000324.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,14.0,336,24.0,2.0,data/frames/B/000336.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,14.5,348,24.0,2.0,data/frames/B/000348.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,15.0,360,24.0,2.0,data/frames/B/000360.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,15.5,372,24.0,2.0,data/frames/B/000372.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,16.0,384,24.0,2.0,data/frames/B/000384.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,16.5,396,24.0,2.0,data/frames/B/000396.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,17.0,408,24.0,2.0,data/frames/B/000408.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,17.5,420,24.0,2.0,data/frames/B/000420.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,18.0,432,24.0,2.0,data/frames/B/000432.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,18.5,444,24.0,2.0,data/frames/B/000444.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,19.0,456,24.0,2.0,data/frames/B/000456.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,19.5,468,24.0,2.0,data/frames/B/000468.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,20.0,480,24.0,2.0,data/frames/B/000480.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,20.5,492,24.0,2.0,data/frames/B/000492.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,21.0,504,24.0,2.0,data/frames/B/000504.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,21.5,516,24.0,2.0,data/frames/B/000516.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,22.0,528,24.0,2.0,data/frames/B/000528.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,22.5,540,24.0,2.0,data/frames/B/000540.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,23.0,552,24.0,2.0,data/frames/B/000552.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,23.5,564,24.0,2.0,data/frames/B/000564.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,24.0,576,24.0,2.0,data/frames/B/000576.jpg,3840,2160
B,train_pool,train,5382494-uhd_3840_2160_24fps.mp4,24.5,588,24.0,2.0,data/frames/B/000588.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,25.0,600,24.0,2.0,data/frames/B/000600.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,25.5,612,24.0,2.0,data/frames/B/000612.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,26.0,624,24.0,2.0,data/frames/B/000624.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,26.5,636,24.0,2.0,data/frames/B/000636.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,27.0,648,24.0,2.0,data/frames/B/000648.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,27.5,660,24.0,2.0,data/frames/B/000660.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,28.0,672,24.0,2.0,data/frames/B/000672.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,28.5,684,24.0,2.0,data/frames/B/000684.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,29.0,696,24.0,2.0,data/frames/B/000696.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,29.5,708,24.0,2.0,data/frames/B/000708.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,30.0,720,24.0,2.0,data/frames/B/000720.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,30.5,732,24.0,2.0,data/frames/B/000732.jpg,3840,2160
B,train_pool,val,5382494-uhd_3840_2160_24fps.mp4,31.0,744,24.0,2.0,data/frames/B/000744.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,0.0,0,23.976023,2.0,data/frames/C/000000.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,0.5005,12,23.976023,2.0,data/frames/C/000012.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,1.001,24,23.976023,2.0,data/frames/C/000024.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,1.5015,36,23.976023,2.0,data/frames/C/000036.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,2.002,48,23.976023,2.0,data/frames/C/000048.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,2.5025,60,23.976023,2.0,data/frames/C/000060.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,3.003,72,23.976023,2.0,data/frames/C/000072.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,3.5035,84,23.976023,2.0,data/frames/C/000084.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,4.004,96,23.976023,2.0,data/frames/C/000096.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,4.5045,108,23.976023,2.0,data/frames/C/000108.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,5.005,120,23.976023,2.0,data/frames/C/000120.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,5.5055,132,23.976023,2.0,data/frames/C/000132.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,6.006,144,23.976023,2.0,data/frames/C/000144.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,6.5065,156,23.976023,2.0,data/frames/C/000156.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,7.007,168,23.976023,2.0,data/frames/C/000168.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,7.5075,180,23.976023,2.0,data/frames/C/000180.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,8.008,192,23.976023,2.0,data/frames/C/000192.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,8.5085,204,23.976023,2.0,data/frames/C/000204.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,9.009,216,23.976023,2.0,data/frames/C/000216.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,9.5095,228,23.976023,2.0,data/frames/C/000228.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,10.010001,240,23.976023,2.0,data/frames/C/000240.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,10.510501,252,23.976023,2.0,data/frames/C/000252.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,11.011001,264,23.976023,2.0,data/frames/C/000264.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,11.511501,276,23.976023,2.0,data/frames/C/000276.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,12.012001,288,23.976023,2.0,data/frames/C/000288.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,12.512501,300,23.976023,2.0,data/frames/C/000300.jpg,3840,2160
C,train_pool,train,8457857-uhd_3840_2160_24fps.mp4,13.013001,312,23.976023,2.0,data/frames/C/000312.jpg,3840,2160
C,train_pool,val,8457857-uhd_3840_2160_24fps.mp4,13.513501,324,23.976023,2.0,data/frames/C/000324.jpg,3840,2160
C,train_pool,val,8457857-uhd_3840_2160_24fps.mp4,14.014001,336,23.976023,2.0,data/frames/C/000336.jpg,3840,2160
C,train_pool,val,8457857-uhd_3840_2160_24fps.mp4,14.514501,348,23.976023,2.0,data/frames/C/000348.jpg,3840,2160
C,train_pool,val,8457857-uhd_3840_2160_24fps.mp4,15.015001,360,23.976023,2.0,data/frames/C/000360.jpg,3840,2160
C,train_pool,val,8457857-uhd_3840_2160_24fps.mp4,15.515501,372,23.976023,2.0,data/frames/C/000372.jpg,3840,2160
C,train_pool,val,8457857-uhd_3840_2160_24fps.mp4,16.016001,384,23.976023,2.0,data/frames/C/000384.jpg,3840,2160
C,train_pool,val,8457857-uhd_3840_2160_24fps.mp4,16.516501,396,23.976023,2.0,data/frames/C/000396.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,0.0,0,29.97003,2.0,data/frames/D/000000.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,0.5005,15,29.97003,2.0,data/frames/D/000015.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,1.001,30,29.97003,2.0,data/frames/D/000030.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,1.5015,45,29.97003,2.0,data/frames/D/000045.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,2.002,60,29.97003,2.0,data/frames/D/000060.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,2.5025,75,29.97003,2.0,data/frames/D/000075.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,3.003,90,29.97003,2.0,data/frames/D/000090.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,3.5035,105,29.97003,2.0,data/frames/D/000105.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,4.004,120,29.97003,2.0,data/frames/D/000120.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,4.5045,135,29.97003,2.0,data/frames/D/000135.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,5.005,150,29.97003,2.0,data/frames/D/000150.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,5.5055,165,29.97003,2.0,data/frames/D/000165.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,6.006,180,29.97003,2.0,data/frames/D/000180.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,6.5065,195,29.97003,2.0,data/frames/D/000195.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,7.007,210,29.97003,2.0,data/frames/D/000210.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,7.5075,225,29.97003,2.0,data/frames/D/000225.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,8.008,240,29.97003,2.0,data/frames/D/000240.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,8.5085,255,29.97003,2.0,data/frames/D/000255.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,9.009,270,29.97003,2.0,data/frames/D/000270.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,9.5095,285,29.97003,2.0,data/frames/D/000285.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,10.01,300,29.97003,2.0,data/frames/D/000300.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,10.5105,315,29.97003,2.0,data/frames/D/000315.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,11.011,330,29.97003,2.0,data/frames/D/000330.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,11.5115,345,29.97003,2.0,data/frames/D/000345.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,12.012,360,29.97003,2.0,data/frames/D/000360.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,12.5125,375,29.97003,2.0,data/frames/D/000375.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,13.013,390,29.97003,2.0,data/frames/D/000390.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,13.5135,405,29.97003,2.0,data/frames/D/000405.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,14.014,420,29.97003,2.0,data/frames/D/000420.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,14.5145,435,29.97003,2.0,data/frames/D/000435.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,15.015,450,29.97003,2.0,data/frames/D/000450.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,15.5155,465,29.97003,2.0,data/frames/D/000465.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,16.016,480,29.97003,2.0,data/frames/D/000480.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,16.5165,495,29.97003,2.0,data/frames/D/000495.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,17.017,510,29.97003,2.0,data/frames/D/000510.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,17.5175,525,29.97003,2.0,data/frames/D/000525.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,18.018,540,29.97003,2.0,data/frames/D/000540.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,18.5185,555,29.97003,2.0,data/frames/D/000555.jpg,3840,2160
D,train_pool,train,3405804-uhd_3840_2160_30fps.mp4,19.019,570,29.97003,2.0,data/frames/D/000570.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,19.5195,585,29.97003,2.0,data/frames/D/000585.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,20.02,600,29.97003,2.0,data/frames/D/000600.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,20.5205,615,29.97003,2.0,data/frames/D/000615.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,21.021,630,29.97003,2.0,data/frames/D/000630.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,21.5215,645,29.97003,2.0,data/frames/D/000645.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,22.022,660,29.97003,2.0,data/frames/D/000660.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,22.5225,675,29.97003,2.0,data/frames/D/000675.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,23.023,690,29.97003,2.0,data/frames/D/000690.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,23.5235,705,29.97003,2.0,data/frames/D/000705.jpg,3840,2160
D,train_pool,val,3405804-uhd_3840_2160_30fps.mp4,24.024,720,29.97003,2.0,data/frames/D/000720.jpg,3840,2160
E,eval,eval,13722965_2160_3840_30fps.mp4,0.0,0,30.0,5.0,data/frames/E/000000.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,0.2,6,30.0,5.0,data/frames/E/000006.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,0.4,12,30.0,5.0,data/frames/E/000012.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,0.6,18,30.0,5.0,data/frames/E/000018.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,0.8,24,30.0,5.0,data/frames/E/000024.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,1.0,30,30.0,5.0,data/frames/E/000030.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,1.2,36,30.0,5.0,data/frames/E/000036.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,1.4,42,30.0,5.0,data/frames/E/000042.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,1.6,48,30.0,5.0,data/frames/E/000048.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,1.8,54,30.0,5.0,data/frames/E/000054.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,2.0,60,30.0,5.0,data/frames/E/000060.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,2.2,66,30.0,5.0,data/frames/E/000066.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,2.4,72,30.0,5.0,data/frames/E/000072.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,2.6,78,30.0,5.0,data/frames/E/000078.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,2.8,84,30.0,5.0,data/frames/E/000084.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,3.0,90,30.0,5.0,data/frames/E/000090.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,3.2,96,30.0,5.0,data/frames/E/000096.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,3.4,102,30.0,5.0,data/frames/E/000102.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,3.6,108,30.0,5.0,data/frames/E/000108.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,3.8,114,30.0,5.0,data/frames/E/000114.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,4.0,120,30.0,5.0,data/frames/E/000120.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,4.2,126,30.0,5.0,data/frames/E/000126.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,4.4,132,30.0,5.0,data/frames/E/000132.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,4.6,138,30.0,5.0,data/frames/E/000138.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,4.8,144,30.0,5.0,data/frames/E/000144.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,5.0,150,30.0,5.0,data/frames/E/000150.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,5.2,156,30.0,5.0,data/frames/E/000156.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,5.4,162,30.0,5.0,data/frames/E/000162.jpg,2160,3840
E,eval,eval,13722965_2160_3840_30fps.mp4,5.6,168,30.0,5.0,data/frames/E/000168.jpg,2160,3840
