path,clip_id,split,x,y,w,h,s_px,f_px,distance_m,band
data/frames/A/000045.jpg,A,train,0.612675,0.441511,0.008469,0.009965,10.76,1483.64,275.71,far_200_400
data/frames/A/000045.jpg,A,train,0.891493,0.427848,0.009408,0.011737,12.68,1483.64,234.09,far_200_400
data/frames/A/000045.jpg,A,train,0.343998,0.417871,0.008006,0.008125,8.78,1483.64,338.15,far_200_400
data/frames/A/000045.jpg,A,train,0.259235,0.449975,0.008104,0.008300,8.96,1483.64,331.02,far_200_400
data/frames/A/000045.jpg,A,train,0.944660,0.419587,0.033396,0.019201,20.74,1483.64,143.09,near_0_200
data/frames/A/000045.jpg,A,train,0.755308,0.415576,0.008518,0.010060,10.86,1483.64,273.11,far_200_400
data/frames/A/000045.jpg,A,train,0.683171,0.443897,0.010342,0.009456,10.21,1483.64,290.55,far_200_400
data/frames/A/000045.jpg,A,train,0.616966,0.712142,0.011699,0.013062,14.11,1483.64,210.34,far_200_400
data/frames/A/000045.jpg,A,train,0.508984,0.921528,0.008594,0.029167,16.50,1483.64,179.83,near_0_200
data/frames/A/000045.jpg,A,train,0.582031,0.687500,0.015625,0.019444,21.00,1483.64,141.30,near_0_200
data/frames/A/000045.jpg,A,train,0.539062,0.442361,0.012500,0.012500,13.50,1483.64,219.80,far_200_400
data/frames/A/000045.jpg,A,train,0.241406,0.728472,0.009375,0.012500,13.50,1483.64,219.80,far_200_400
data/frames/A/000060.jpg,A,train,0.825615,0.417225,0.009376,0.009152,9.88,1483.64,300.21,far_200_400
data/frames/A/000060.jpg,A,train,0.603826,0.704204,0.010842,0.014104,15.23,1483.64,194.80,near_0_200
data/frames/A/000060.jpg,A,train,0.315196,0.418881,0.007815,0.008251,8.91,1483.64,332.99,far_200_400
data/frames/A/000060.jpg,A,train,0.639999,0.442354,0.009278,0.009282,10.02,1483.64,296.00,far_200_400
data/frames/A/000060.jpg,A,train,0.249499,0.420443,0.009179,0.009207,9.94,1483.64,298.41,far_200_400
data/frames/A/000060.jpg,A,train,0.727819,0.415990,0.007889,0.007777,8.40,1483.64,353.28,far_200_400
data/frames/A/000060.jpg,A,train,0.570762,0.677816,0.009415,0.017446,18.08,1483.64,164.15,near_0_200
data/frames/A/000060.jpg,A,train,0.710480,0.445042,0.010365,0.009804,10.59,1483.64,280.24,far_200_400
data/frames/A/000060.jpg,A,train,0.566321,0.444271,0.011327,0.008548,9.23,1483.64,321.42,far_200_400
data/frames/A/000060.jpg,A,train,0.924857,0.418703,0.031840,0.018521,20.00,1483.64,148.34,near_0_200
data/frames/A/000060.jpg,A,train,0.285313,0.449181,0.007758,0.008946,9.66,1483.64,307.12,far_200_400
data/frames/A/000060.jpg,A,train,0.505859,0.869444,0.013281,0.027778,25.50,1483.64,116.37,near_0_200
data/frames/A/000060.jpg,A,train,0.498828,0.952083,0.008594,0.026389,16.50,1483.64,179.83,near_0_200
data/frames/A/000060.jpg,A,train,0.862500,0.424306,0.007812,0.012500,13.50,1483.64,219.80,far_200_400
data/frames/A/000075.jpg,A,train,0.798738,0.417176,0.008239,0.007713,8.33,1483.64,356.21,far_200_400
data/frames/A/000075.jpg,A,train,0.700464,0.414407,0.008179,0.009706,10.48,1483.64,283.07,far_200_400
data/frames/A/000075.jpg,A,train,0.595645,0.444418,0.011298,0.008800,9.50,1483.64,312.21,far_200_400
data/frames/A/000075.jpg,A,train,0.905608,0.419158,0.032686,0.020218,21.84,1483.64,135.89,near_0_200
data/frames/A/000075.jpg,A,train,0.833362,0.424206,0.009306,0.008838,9.55,1483.64,310.87,far_200_400
data/frames/A/000075.jpg,A,train,0.970203,0.604946,0.006658,0.013266,12.78,1483.64,232.12,far_200_400
data/frames/A/000075.jpg,A,train,0.221031,0.422751,0.009458,0.008530,9.21,1483.64,322.10,far_200_400
data/frames/A/000075.jpg,A,train,0.286681,0.419945,0.008300,0.009681,10.46,1483.64,283.80,far_200_400
data/frames/A/000075.jpg,A,train,0.738672,0.443750,0.010156,0.015278,16.50,1483.64,179.83,near_0_200
data/frames/A/000075.jpg,A,train,0.503906,0.820139,0.009375,0.026389,18.00,1483.64,164.85,near_0_200
data/frames/A/000075.jpg,A,train,0.468359,0.279167,0.005469,0.011111,10.50,1483.64,282.58,far_200_400
data/frames/A/000075.jpg,A,train,0.450391,0.334722,0.007031,0.013889,13.50,1483.64,219.81,far_200_400
data/frames/A/000075.jpg,A,train,0.471875,0.112500,0.006250,0.011111,12.00,1483.64,247.28,far_200_400
data/frames/A/000090.jpg,A,train,0.673233,0.414901,0.008060,0.008686,9.38,1483.64,316.31,far_200_400
data/frames/A/000090.jpg,A,train,0.388119,0.417538,0.007055,0.007816,8.44,1483.64,351.52,far_200_400
data/frames/A/000090.jpg,A,train,0.407786,0.423985,0.009229,0.010115,10.92,1483.64,271.62,far_200_400
data/frames/A/000090.jpg,A,train,0.257559,0.420850,0.008844,0.008342,9.01,1483.64,329.35,far_200_400
data/frames/A/000090.jpg,A,train,0.771613,0.415964,0.008193,0.008066,8.71,1483.64,340.62,far_200_400
data/frames/A/000090.jpg,A,train,0.804415,0.423600,0.009741,0.008186,8.84,1483.64,335.63,far_200_400
data/frames/A/000090.jpg,A,train,0.336521,0.447389,0.008746,0.008879,9.59,1483.64,309.44,far_200_400
data/frames/A/000090.jpg,A,train,0.764733,0.445135,0.009840,0.009182,9.92,1483.64,299.22,far_200_400
data/frames/A/000090.jpg,A,train,0.282278,0.430098,0.009615,0.011873,12.82,1483.64,231.41,far_200_400
data/frames/A/000090.jpg,A,train,0.017879,0.462519,0.020038,0.009197,9.93,1483.64,298.74,far_200_400
data/frames/A/000090.jpg,A,train,0.980571,0.428759,0.009829,0.007768,8.39,1483.64,353.69,far_200_400
data/frames/A/000090.jpg,A,train,0.192457,0.424024,0.009007,0.007795,8.42,1483.64,352.47,far_200_400
data/frames/A/000090.jpg,A,train,0.503125,0.773611,0.014063,0.030556,27.00,1483.64,109.90,near_0_200
data/frames/A/000090.jpg,A,train,0.886719,0.416667,0.028125,0.019444,21.00,1483.64,141.30,near_0_200
data/frames/A/000090.jpg,A,train,0.484375,0.011111,0.007812,0.013889,15.00,1483.64,197.83,near_0_200
data/frames/A/000105.jpg,A,train,0.792211,0.445449,0.011113,0.010683,11.54,1483.64,257.18,far_200_400
data/frames/A/000105.jpg,A,train,0.645462,0.414317,0.008157,0.008756,9.46,1483.64,313.78,far_200_400
data/frames/A/000105.jpg,A,train,0.330116,0.440705,0.007943,0.008533,9.22,1483.64,321.98,far_200_400
data/frames/A/000105.jpg,A,train,0.040735,0.462091,0.020867,0.011001,11.88,1483.64,249.75,far_200_400
data/frames/A/000105.jpg,A,train,0.745261,0.415680,0.008979,0.009242,9.98,1483.64,297.28,far_200_400
data/frames/A/000105.jpg,A,train,0.948720,0.429657,0.009934,0.011804,12.75,1483.64,232.76,far_200_400
data/frames/A/000105.jpg,A,train,0.360510,0.418668,0.006475,0.008175,8.83,1483.64,336.08,far_200_400
data/frames/A/000105.jpg,A,train,0.376483,0.424908,0.010523,0.011209,12.11,1483.64,245.11,far_200_400
data/frames/A/000105.jpg,A,train,0.250251,0.429807,0.009135,0.010964,11.84,1483.64,250.59,far_200_400
data/frames/A/000105.jpg,A,train,0.163858,0.425119,0.008402,0.008622,9.31,1483.64,318.66,far_200_400
data/frames/A/000105.jpg,A,train,0.968073,0.423775,0.009329,0.008326,8.99,1483.64,329.99,far_200_400
data/frames/A/000105.jpg,A,train,0.721696,0.444671,0.008661,0.008685,9.38,1483.64,316.35,far_200_400
data/frames/A/000105.jpg,A,train,0.228557,0.422793,0.007855,0.007618,8.23,1483.64,360.66,far_200_400
data/frames/A/000105.jpg,A,train,0.867578,0.415972,0.028906,0.020833,22.50,1483.64,131.88,near_0_200
data/frames/A/000105.jpg,A,train,0.501563,0.731944,0.009375,0.027778,18.00,1483.64,164.85,near_0_200
data/frames/A/000105.jpg,A,train,0.546875,0.630556,0.014063,0.022222,24.00,1483.64,123.64,near_0_200
data/frames/A/000105.jpg,A,train,0.467969,0.337500,0.007812,0.016667,15.00,1483.64,197.83,near_0_200
data/frames/A/000105.jpg,A,train,0.361719,0.445833,0.009375,0.011111,12.00,1483.64,247.28,far_200_400
data/frames/A/000120.jpg,A,train,0.718335,0.415114,0.008568,0.010241,11.06,1483.64,268.28,far_200_400
data/frames/A/000120.jpg,A,train,0.916742,0.426125,0.008615,0.009597,10.36,1483.64,286.29,far_200_400
data/frames/A/000120.jpg,A,train,0.819704,0.445640,0.010878,0.010843,11.71,1483.64,253.39,far_200_400
data/frames/A/000120.jpg,A,train,0.361147,0.439949,0.008180,0.008487,9.17,1483.64,323.73,far_200_400
data/frames/A/000120.jpg,A,train,0.344747,0.425203,0.008666,0.009600,10.37,1483.64,286.20,far_200_400
data/frames/A/000120.jpg,A,train,0.941273,0.423673,0.010348,0.010457,11.29,1483.64,262.74,far_200_400
data/frames/A/000120.jpg,A,train,0.135112,0.427393,0.008042,0.009005,9.73,1483.64,305.11,far_200_400
data/frames/A/000120.jpg,A,train,0.745572,0.421813,0.007968,0.009265,10.01,1483.64,296.54,far_200_400
data/frames/A/000120.jpg,A,train,0.331866,0.419653,0.007358,0.009342,10.09,1483.64,294.10,far_200_400
data/frames/A/000120.jpg,A,train,0.386895,0.446823,0.008343,0.008503,9.18,1483.64,323.12,far_200_400
data/frames/A/000120.jpg,A,train,0.969514,0.604869,0.006985,0.013127,13.41,1483.64,221.25,far_200_400
data/frames/A/000120.jpg,A,train,0.850000,0.413889,0.028125,0.016667,18.00,1483.64,164.85,near_0_200
data/frames/A/000120.jpg,A,train,0.499609,0.693056,0.010156,0.027778,19.50,1483.64,152.17,near_0_200
data/frames/A/000120.jpg,A,train,0.467969,0.370833,0.006250,0.016667,12.00,1483.64,247.27,far_200_400
data/frames/A/000120.jpg,A,train,0.538672,0.613889,0.010156,0.016667,18.00,1483.64,164.85,near_0_200
data/frames/A/000135.jpg,A,train,0.846978,0.446342,0.011147,0.010860,11.73,1483.64,252.99,far_200_400
data/frames/A/000135.jpg,A,train,0.691495,0.414178,0.007657,0.008402,9.07,1483.64,327.00,far_200_400
data/frames/A/000135.jpg,A,train,0.552485,0.641600,0.008151,0.014940,15.65,1483.64,189.60,near_0_200
data/frames/A/000135.jpg,A,train,0.884865,0.427570,0.009512,0.013714,14.81,1483.64,200.34,far_200_400
data/frames/A/000135.jpg,A,train,0.391334,0.439360,0.007870,0.008749,9.45,1483.64,314.03,far_200_400
data/frames/A/000135.jpg,A,train,0.590807,0.414358,0.007413,0.008323,8.99,1483.64,330.11,far_200_400
data/frames/A/000135.jpg,A,train,0.412735,0.446518,0.009284,0.009671,10.44,1483.64,284.09,far_200_400
data/frames/A/000135.jpg,A,train,0.969390,0.604702,0.007059,0.013219,13.55,1483.64,218.93,far_200_400
data/frames/A/000135.jpg,A,train,0.170963,0.424935,0.007906,0.009298,10.04,1483.64,295.49,far_200_400
data/frames/A/000135.jpg,A,train,0.710776,0.444018,0.010883,0.009882,10.67,1483.64,278.03,far_200_400
data/frames/A/000135.jpg,A,train,0.830078,0.411806,0.030469,0.018056,19.50,1483.64,152.16,near_0_200
data/frames/A/000135.jpg,A,train,0.498047,0.654167,0.011719,0.025000,22.50,1483.64,131.88,near_0_200
data/frames/A/000135.jpg,A,train,0.535156,0.598611,0.010937,0.022222,21.00,1483.64,141.31,near_0_200
data/frames/A/000135.jpg,A,train,0.468359,0.404167,0.010156,0.019444,19.50,1483.64,152.17,near_0_200
data/frames/A/000135.jpg,A,train,0.471094,0.199306,0.007812,0.015278,15.00,1483.64,197.83,near_0_200
data/frames/A/000135.jpg,A,train,0.303125,0.420139,0.007812,0.015278,15.00,1483.64,197.83,near_0_200
data/frames/A/000135.jpg,A,train,0.046875,0.483333,0.034375,0.022222,24.00,1483.64,123.64,near_0_200
data/frames/A/000150.jpg,A,train,0.874360,0.446938,0.010082,0.009454,10.21,1483.64,290.62,far_200_400
data/frames/A/000150.jpg,A,train,0.563490,0.414817,0.007467,0.008991,9.71,1483.64,305.58,far_200_400
data/frames/A/000150.jpg,A,train,0.664827,0.413659,0.008530,0.009723,10.50,1483.64,282.58,far_200_400
data/frames/A/000150.jpg,A,train,0.077087,0.431013,0.009538,0.008880,9.59,1483.64,309.40,far_200_400
data/frames/A/000150.jpg,A,train,0.108011,0.458188,0.018835,0.010597,11.44,1483.64,259.27,far_200_400
data/frames/A/000150.jpg,A,train,0.809442,0.414855,0.032827,0.018292,19.76,1483.64,150.20,near_0_200
data/frames/A/000150.jpg,A,train,0.852849,0.425084,0.009548,0.009585,10.35,1483.64,286.64,far_200_400
data/frames/A/000150.jpg,A,train,0.063672,0.484722,0.032031,0.016667,18.00,1483.64,164.85,near_0_200
data/frames/A/000150.jpg,A,train,0.740234,0.443750,0.014844,0.018056,19.50,1483.64,152.16,near_0_200
data/frames/A/000150.jpg,A,train,0.471094,0.225694,0.007812,0.018056,15.00,1483.64,197.83,near_0_200
data/frames/A/000150.jpg,A,train,0.497656,0.618056,0.012500,0.022222,24.00,1483.64,123.64,near_0_200
data/frames/A/000150.jpg,A,train,0.530078,0.580556,0.007031,0.022222,13.50,1483.64,219.81,far_200_400
data/frames/A/000150.jpg,A,train,0.467578,0.438889,0.008594,0.019444,16.50,1483.64,179.83,near_0_200
data/frames/A/000165.jpg,A,train,0.638299,0.413460,0.008536,0.009803,10.59,1483.64,280.27,far_200_400
data/frames/A/000165.jpg,A,train,0.902032,0.446892,0.009944,0.009632,10.40,1483.64,285.24,far_200_400
data/frames/A/000165.jpg,A,train,0.820983,0.424018,0.009121,0.009071,9.80,1483.64,302.89,far_200_400
data/frames/A/000165.jpg,A,train,0.535640,0.413305,0.007448,0.012110,13.08,1483.64,226.88,far_200_400
data/frames/A/000165.jpg,A,train,0.247721,0.426442,0.010827,0.013269,14.33,1483.64,207.06,far_200_400
data/frames/A/000165.jpg,A,train,0.829647,0.446004,0.009224,0.009629,10.40,1483.64,285.33,far_200_400
data/frames/A/000165.jpg,A,train,0.447762,0.558640,0.006783,0.014923,13.02,1483.64,227.84,far_200_400
data/frames/A/000165.jpg,A,train,0.129908,0.456973,0.018495,0.011669,12.60,1483.64,235.45,far_200_400
data/frames/A/000165.jpg,A,train,0.767283,0.444882,0.010888,0.009216,9.95,1483.64,298.12,far_200_400
data/frames/A/000165.jpg,A,train,0.498437,0.582639,0.009375,0.023611,18.00,1483.64,164.85,near_0_200
data/frames/A/000165.jpg,A,train,0.527344,0.563194,0.010937,0.020833,21.00,1483.64,141.31,near_0_200
data/frames/A/000165.jpg,A,train,0.791406,0.412500,0.026562,0.013889,15.00,1483.64,197.82,near_0_200
data/frames/A/000165.jpg,A,train,0.467187,0.477778,0.006250,0.022222,12.00,1483.64,247.27,far_200_400
data/frames/A/000165.jpg,A,train,0.471484,0.250000,0.005469,0.011111,10.50,1483.64,282.58,far_200_400
data/frames/A/000165.jpg,A,train,0.085547,0.487500,0.032031,0.019444,21.00,1483.64,141.30,near_0_200
data/frames/A/000180.jpg,A,train,0.929017,0.448527,0.010724,0.009157,9.89,1483.64,300.04,far_200_400
data/frames/A/000180.jpg,A,train,0.796008,0.445937,0.010947,0.011071,11.96,1483.64,248.17,far_200_400
data/frames/A/000180.jpg,A,train,0.084829,0.431866,0.012638,0.012545,13.55,1483.64,219.01,far_200_400
data/frames/A/000180.jpg,A,train,0.216089,0.427355,0.009709,0.011614,12.54,1483.64,236.57,far_200_400
data/frames/A/000180.jpg,A,train,0.611433,0.413322,0.008618,0.009455,10.21,1483.64,290.58,far_200_400
data/frames/A/000180.jpg,A,train,0.447001,0.579305,0.006807,0.013886,13.07,1483.64,227.04,far_200_400
data/frames/A/000180.jpg,A,train,0.856045,0.446588,0.008841,0.008782,9.48,1483.64,312.85,far_200_400
data/frames/A/000180.jpg,A,train,0.102437,0.485829,0.035014,0.019348,20.90,1483.64,142.00,near_0_200
data/frames/A/000180.jpg,A,train,0.771875,0.411806,0.029687,0.018056,19.50,1483.64,152.16,near_0_200
data/frames/A/000180.jpg,A,train,0.494531,0.550000,0.012500,0.025000,24.00,1483.64,123.64,near_0_200
data/frames/A/000180.jpg,A,train,0.533203,0.590972,0.013281,0.023611,25.50,1483.64,116.37,near_0_200
data/frames/A/000180.jpg,A,train,0.467578,0.522917,0.008594,0.020833,16.50,1483.64,179.83,near_0_200
data/frames/A/000195.jpg,A,train,0.956012,0.449263,0.010922,0.009927,10.72,1483.64,276.77,far_200_400
data/frames/A/000195.jpg,A,train,0.823798,0.445944,0.010470,0.011063,11.95,1483.64,248.35,far_200_400
data/frames/A/000195.jpg,A,train,0.185599,0.428403,0.014082,0.013845,14.95,1483.64,198.45,near_0_200
data/frames/A/000195.jpg,A,train,0.584208,0.413696,0.008024,0.008769,9.47,1483.64,313.32,far_200_400
data/frames/A/000195.jpg,A,train,0.882637,0.447198,0.009640,0.008491,9.17,1483.64,323.58,far_200_400
data/frames/A/000195.jpg,A,train,0.052804,0.435459,0.009033,0.014297,15.44,1483.64,192.17,near_0_200
data/frames/A/000195.jpg,A,train,0.593721,0.422526,0.009527,0.009771,10.55,1483.64,281.19,far_200_400
data/frames/A/000195.jpg,A,train,0.805139,0.422647,0.009332,0.008612,9.30,1483.64,319.03,far_200_400
data/frames/A/000195.jpg,A,train,0.095324,0.453272,0.010597,0.009097,9.82,1483.64,302.02,far_200_400
data/frames/A/000195.jpg,A,train,0.073615,0.461079,0.010952,0.009011,9.73,1483.64,304.90,far_200_400
data/frames/A/000195.jpg,A,train,0.120163,0.485552,0.035460,0.018739,20.24,1483.64,146.62,near_0_200
data/frames/A/000195.jpg,A,train,0.753516,0.410417,0.028906,0.023611,25.50,1483.64,116.36,near_0_200
data/frames/A/000195.jpg,A,train,0.466406,0.565278,0.009375,0.022222,18.00,1483.64,164.85,near_0_200
data/frames/A/000195.jpg,A,train,0.494141,0.519444,0.013281,0.025000,25.50,1483.64,116.37,near_0_200
data/frames/A/000195.jpg,A,train,0.472266,0.306250,0.010156,0.018056,19.50,1483.64,152.17,near_0_200
data/frames/A/000210.jpg,A,train,0.983870,0.450177,0.010149,0.010162,10.97,1483.64,270.37,far_200_400
data/frames/A/000210.jpg,A,train,0.125969,0.452024,0.011335,0.009266,10.01,1483.64,296.51,far_200_400
data/frames/A/000210.jpg,A,train,0.539704,0.440872,0.010233,0.011485,12.40,1483.64,239.22,far_200_400
data/frames/A/000210.jpg,A,train,0.851967,0.446553,0.010435,0.010461,11.30,1483.64,262.64,far_200_400
data/frames/A/000210.jpg,A,train,0.909265,0.447201,0.008939,0.008717,9.41,1483.64,315.19,far_200_400
data/frames/A/000210.jpg,A,train,0.197967,0.453595,0.020181,0.011675,12.61,1483.64,235.33,far_200_400
data/frames/A/000210.jpg,A,train,0.159487,0.428096,0.007293,0.008766,9.47,1483.64,313.42,far_200_400
data/frames/A/000210.jpg,A,train,0.558239,0.415459,0.010276,0.011778,12.72,1483.64,233.27,far_200_400
data/frames/A/000210.jpg,A,train,0.777485,0.421120,0.009034,0.010070,10.88,1483.64,272.84,far_200_400
data/frames/A/000210.jpg,A,train,0.733984,0.411806,0.033594,0.023611,25.50,1483.64,116.36,near_0_200
data/frames/A/000210.jpg,A,train,0.493750,0.490972,0.010937,0.018056,19.50,1483.64,152.16,near_0_200
data/frames/A/000210.jpg,A,train,0.467187,0.613194,0.007812,0.026389,15.00,1483.64,197.83,near_0_200
data/frames/A/000210.jpg,A,train,0.139453,0.480556,0.033594,0.019444,21.00,1483.64,141.30,near_0_200
data/frames/A/000210.jpg,A,train,0.097656,0.463194,0.012500,0.009722,10.50,1483.64,282.60,far_200_400
data/frames/A/000210.jpg,A,train,0.441406,0.477778,0.009375,0.019444,18.00,1483.64,164.85,near_0_200
data/frames/A/000225.jpg,A,train,0.880230,0.446903,0.010020,0.010109,10.92,1483.64,271.79,far_200_400
data/frames/A/000225.jpg,A,train,0.936150,0.448158,0.009155,0.009143,9.87,1483.64,300.50,far_200_400
data/frames/A/000225.jpg,A,train,0.116838,0.436554,0.010002,0.010923,11.80,1483.64,251.53,far_200_400
data/frames/A/000225.jpg,A,train,0.155707,0.451026,0.009789,0.008141,8.79,1483.64,337.49,far_200_400
data/frames/A/000225.jpg,A,train,0.749718,0.420914,0.008868,0.009707,10.48,1483.64,283.04,far_200_400
data/frames/A/000225.jpg,A,train,0.220593,0.452837,0.019751,0.010809,11.67,1483.64,254.18,far_200_400
data/frames/A/000225.jpg,A,train,0.570760,0.438260,0.007890,0.009810,10.59,1483.64,280.07,far_200_400
data/frames/A/000225.jpg,A,train,0.120459,0.459168,0.009409,0.008033,8.68,1483.64,342.02,far_200_400
data/frames/A/000225.jpg,A,train,0.156250,0.477778,0.029687,0.016667,18.00,1483.64,164.85,near_0_200
data/frames/A/000225.jpg,A,train,0.494141,0.465278,0.005469,0.016667,10.50,1483.64,282.58,far_200_400
data/frames/A/000225.jpg,A,train,0.467187,0.666667,0.007812,0.027778,15.00,1483.64,197.83,near_0_200
data/frames/A/000225.jpg,A,train,0.215234,0.600694,0.007031,0.015278,13.50,1483.64,219.81,far_200_400
data/frames/A/000225.jpg,A,train,0.282422,0.509028,0.008594,0.012500,13.50,1483.64,219.80,far_200_400
data/frames/A/000225.jpg,A,train,0.714844,0.410417,0.028125,0.020833,22.50,1483.64,131.88,near_0_200
data/frames/A/000225.jpg,A,train,0.440234,0.495833,0.010156,0.019444,19.50,1483.64,152.17,near_0_200
data/frames/A/000240.jpg,A,train,0.963041,0.447732,0.009295,0.009104,9.83,1483.64,301.79,far_200_400
data/frames/A/000240.jpg,A,train,0.242315,0.452309,0.019275,0.010812,11.68,1483.64,254.11,far_200_400
data/frames/A/000240.jpg,A,train,0.601568,0.437673,0.009329,0.009789,10.57,1483.64,280.67,far_200_400
data/frames/A/000240.jpg,A,train,0.907859,0.447136,0.010566,0.009689,10.46,1483.64,283.57,far_200_400
data/frames/A/000240.jpg,A,train,0.083751,0.438966,0.009498,0.010727,11.59,1483.64,256.13,far_200_400
data/frames/A/000240.jpg,A,train,0.185511,0.449358,0.010639,0.010223,11.04,1483.64,268.75,far_200_400
data/frames/A/000240.jpg,A,train,0.399181,0.417743,0.007100,0.008381,9.05,1483.64,327.82,far_200_400
data/frames/A/000240.jpg,A,train,0.466797,0.719444,0.008594,0.022222,16.50,1483.64,179.83,near_0_200
data/frames/A/000240.jpg,A,train,0.505469,0.940278,0.009375,0.022222,18.00,1483.64,164.85,near_0_200
data/frames/A/000240.jpg,A,train,0.491797,0.434722,0.008594,0.019444,16.50,1483.64,179.83,near_0_200
data/frames/A/000240.jpg,A,train,0.471484,0.404167,0.010156,0.016667,18.00,1483.64,164.85,near_0_200
data/frames/A/000240.jpg,A,train,0.694141,0.408333,0.030469,0.016667,18.00,1483.64,164.85,near_0_200
data/frames/A/000240.jpg,A,train,0.518359,0.470139,0.008594,0.018056,16.50,1483.64,179.83,near_0_200
data/frames/A/000240.jpg,A,train,0.175781,0.478472,0.031250,0.009722,10.50,1483.64,282.60,far_200_400
data/frames/A/000255.jpg,A,train,0.935516,0.448679,0.010423,0.009972,10.77,1483.64,275.52,far_200_400
data/frames/A/000255.jpg,A,train,0.989724,0.448935,0.008103,0.008864,9.57,1483.64,309.96,far_200_400
data/frames/A/000255.jpg,A,train,0.371350,0.418883,0.007190,0.009244,9.98,1483.64,297.22,far_200_400
data/frames/A/000255.jpg,A,train,0.214910,0.448041,0.010373,0.008863,9.57,1483.64,309.99,far_200_400
data/frames/A/000255.jpg,A,train,0.631513,0.437275,0.007810,0.009071,9.80,1483.64,302.89,far_200_400
