path,clip_id,conf,source,merged_parts,x1,y1,x2,y2
data/frames/A/000015.jpg,A,0.2295,sam,1,1073.0,709.0,1090.0,724.0
data/frames/A/000015.jpg,A,0.2269,sam,1,1548.0,446.0,1565.0,456.0
data/frames/A/000015.jpg,A,0.2234,sam,1,1732.0,450.0,1750.0,461.0
data/frames/A/000015.jpg,A,0.2195,sam,1,1020.0,634.0,1035.0,650.0
data/frames/A/000015.jpg,A,0.2187,sam,1,89.0,975.0,129.0,1010.0
data/frames/A/000015.jpg,A,0.2084,sam,1,979.0,406.0,989.0,417.0
data/frames/A/000015.jpg,A,0.2001,sam,1,1018.0,418.0,1030.0,442.0
data/frames/A/000015.jpg,A,0.1956,sam,1,1039.0,425.0,1058.0,434.0
data/frames/A/000015.jpg,A,0.1948,sam,1,1019.0,419.0,1030.0,434.0
data/frames/A/000015.jpg,A,0.1933,sam,1,753.0,745.0,771.0,761.0
data/frames/A/000015.jpg,A,0.1898,sam,1,1039.0,384.0,1058.0,434.0
data/frames/A/000015.jpg,A,0.1797,sam,1,865.0,287.0,876.0,298.0
data/frames/A/000015.jpg,A,0.1746,sam,1,1078.0,449.0,1095.0,459.0
data/frames/A/000015.jpg,A,0.1738,sam,1,547.0,310.0,558.0,320.0
data/frames/A/000015.jpg,A,0.1737,sam,1,1008.0,418.0,1057.0,437.0
data/frames/A/000015.jpg,A,0.1705,sam,1,267.0,478.0,283.0,489.0
data/frames/A/000015.jpg,A,0.1701,sam,1,1811.0,458.0,1831.0,469.0
data/frames/A/000015.jpg,A,0.1598,sam,1,0.0,800.0,42.0,852.0
data/frames/A/000015.jpg,A,0.1544,sam,1,1010.0,444.0,1021.0,454.0
data/frames/A/000015.jpg,A,0.1532,sam,1,852.0,425.0,862.0,438.0
data/frames/A/000015.jpg,A,0.1523,sam,1,1305.0,89.0,1322.0,101.0
data/frames/A/000015.jpg,A,0.1500,sam,1,811.0,713.0,835.0,728.0
data/frames/A/000030.jpg,A,0.4236,sam,1,88.0,976.0,198.0,1080.0
data/frames/A/000030.jpg,A,0.3587,sam,1,1249.0,473.0,1270.0,485.0
data/frames/A/000030.jpg,A,0.3561,sam,1,1758.0,457.0,1775.0,465.0
data/frames/A/000030.jpg,A,0.3399,sam,1,1130.0,748.0,1152.0,767.0
data/frames/A/000030.jpg,A,0.3283,sam,1,1199.0,767.0,1222.0,782.0
data/frames/A/000030.jpg,A,0.3010,sam,1,1858.0,647.0,1871.0,662.0
data/frames/A/000030.jpg,A,0.2985,sam,1,1820.0,443.0,1882.0,464.0
data/frames/A/000030.jpg,A,0.2900,sam,1,1679.0,448.0,1698.0,459.0
data/frames/A/000030.jpg,A,0.2868,sam,1,1116.0,474.0,1134.0,484.0
data/frames/A/000030.jpg,A,0.2847,sam,1,0.0,745.0,64.0,783.0
data/frames/A/000030.jpg,A,0.2738,sam,1,733.0,759.0,752.0,776.0
data/frames/A/000030.jpg,A,0.2677,sam,1,440.0,483.0,458.0,491.0
data/frames/A/000030.jpg,A,0.2480,sam,1,1057.0,692.0,1073.0,705.0
data/frames/A/000030.jpg,A,0.2455,sam,1,1496.0,446.0,1511.0,456.0
data/frames/A/000030.jpg,A,0.2424,sam,1,1039.0,384.0,1057.0,434.0
data/frames/A/000030.jpg,A,0.2283,sam,1,1865.0,481.0,1889.0,495.0
data/frames/A/000030.jpg,A,0.2279,sam,1,327.0,477.0,344.0,488.0
data/frames/A/000030.jpg,A,0.2242,sam,1,467.0,786.0,487.0,802.0
data/frames/A/000030.jpg,A,0.2226,sam,1,975.0,387.0,987.0,399.0
data/frames/A/000030.jpg,A,0.2173,sam,1,1008.0,385.0,1057.0,436.0
data/frames/A/000030.jpg,A,0.2156,sam,1,554.0,295.0,564.0,305.0
data/frames/A/000030.jpg,A,0.1963,sam,1,1013.0,613.0,1027.0,630.0
data/frames/A/000030.jpg,A,0.1922,sam,1,864.0,303.0,875.0,314.0
data/frames/A/000030.jpg,A,0.1839,sam,1,88.0,976.0,129.0,1010.0
data/frames/A/000030.jpg,A,0.1827,sam,1,1039.0,425.0,1057.0,434.0
data/frames/A/000030.jpg,A,0.1821,sam,1,955.0,670.0,968.0,686.0
data/frames/A/000030.jpg,A,0.1778,sam,1,408.0,731.0,422.0,744.0
data/frames/A/000030.jpg,A,0.1740,sam,1,944.0,403.0,954.0,415.0
data/frames/A/000030.jpg,A,0.1644,sam,1,1008.0,418.0,1029.0,440.0
data/frames/A/000030.jpg,A,0.1627,sam,1,454.0,592.0,469.0,606.0
data/frames/A/000030.jpg,A,0.1581,sam,1,811.0,713.0,835.0,728.0
data/frames/A/000030.jpg,A,0.1574,sam,1,1040.0,384.0,1053.0,415.0
data/frames/A/000030.jpg,A,0.1562,sam,1,490.0,564.0,508.0,580.0
data/frames/A/000030.jpg,A,0.1554,sam,1,1019.0,418.0,1029.0,434.0
data/frames/A/000030.jpg,A,0.1508,sam,1,420.0,638.0,432.0,650.0
data/frames/A/000030.jpg,A,0.1505,sam,1,851.0,439.0,862.0,453.0
data/frames/A/000030.jpg,A,0.1500,sam,1,1903.0,414.0,1920.0,443.0
data/frames/A/000045.jpg,A,0.4163,sam,1,87.0,976.0,198.0,1080.0
data/frames/A/000045.jpg,A,0.4099,sam,1,1302.0,473.0,1323.0,486.0
data/frames/A/000045.jpg,A,0.3454,sam,1,1023.0,473.0,1043.0,485.0
data/frames/A/000045.jpg,A,0.3251,sam,1,0.0,745.0,62.0,783.0
data/frames/A/000045.jpg,A,0.3105,sam,1,1168.0,473.0,1184.0,483.0
data/frames/A/000045.jpg,A,0.3061,sam,1,712.0,771.0,733.0,787.0
data/frames/A/000045.jpg,A,0.2827,sam,1,1173.0,760.0,1197.0,777.0
data/frames/A/000045.jpg,A,0.2798,sam,1,1857.0,646.0,1871.0,662.0
data/frames/A/000045.jpg,A,0.2681,sam,1,1107.0,734.0,1130.0,754.0
data/frames/A/000045.jpg,A,0.2634,sam,1,1703.0,457.0,1721.0,467.0
data/frames/A/000045.jpg,A,0.2616,sam,1,1628.0,447.0,1645.0,457.0
data/frames/A/000045.jpg,A,0.2594,sam,1,1702.0,454.0,1721.0,470.0
data/frames/A/000045.jpg,A,0.2579,sam,1,490.0,481.0,507.0,491.0
data/frames/A/000045.jpg,A,0.2509,sam,1,1039.0,385.0,1057.0,434.0
data/frames/A/000045.jpg,A,0.2481,sam,1,1702.0,455.0,1721.0,465.0
data/frames/A/000045.jpg,A,0.2312,sam,1,387.0,477.0,404.0,486.0
data/frames/A/000045.jpg,A,0.2286,sam,1,1007.0,386.0,1057.0,439.0
data/frames/A/000045.jpg,A,0.2253,sam,1,1444.0,445.0,1459.0,454.0
data/frames/A/000045.jpg,A,0.2127,sam,1,974.0,369.0,986.0,380.0
data/frames/A/000045.jpg,A,0.2086,sam,1,1039.0,424.0,1057.0,434.0
data/frames/A/000045.jpg,A,0.1991,sam,1,952.0,619.0,965.0,634.0
data/frames/A/000045.jpg,A,0.1946,sam,1,1042.0,673.0,1058.0,689.0
data/frames/A/000045.jpg,A,0.1929,sam,1,714.0,453.0,730.0,462.0
data/frames/A/000045.jpg,A,0.1879,sam,1,453.0,780.0,472.0,795.0
data/frames/A/000045.jpg,A,0.1812,sam,1,850.0,457.0,861.0,466.0
data/frames/A/000045.jpg,A,0.1804,sam,1,943.0,371.0,952.0,383.0
data/frames/A/000045.jpg,A,0.1769,sam,1,810.0,712.0,835.0,728.0
data/frames/A/000045.jpg,A,0.1687,sam,1,525.0,448.0,542.0,458.0
data/frames/A/000045.jpg,A,0.1607,sam,1,566.0,280.0,577.0,289.0
data/frames/A/000045.jpg,A,0.1606,sam,1,850.0,452.0,861.0,466.0
data/frames/A/000045.jpg,A,0.1604,sam,1,863.0,322.0,873.0,333.0
data/frames/A/000045.jpg,A,0.1590,sam,1,854.0,68.0,862.0,84.0
data/frames/A/000045.jpg,A,0.1565,sam,1,465.0,585.0,480.0,597.0
data/frames/A/000045.jpg,A,0.1555,sam,1,408.0,657.0,420.0,671.0
data/frames/A/000045.jpg,A,0.1509,sam,1,0.0,800.0,42.0,851.0
data/frames/A/000060.jpg,A,0.4141,sam,1,1354.0,474.0,1374.0,486.0
data/frames/A/000060.jpg,A,0.3711,sam,1,87.0,977.0,197.0,1080.0
data/frames/A/000060.jpg,A,0.3183,sam,1,1077.0,474.0,1099.0,485.0
data/frames/A/000060.jpg,A,0.3129,sam,1,1149.0,754.0,1170.0,769.0
data/frames/A/000060.jpg,A,0.3065,sam,1,1857.0,646.0,1870.0,661.0
data/frames/A/000060.jpg,A,0.2955,sam,1,1038.0,384.0,1057.0,434.0
data/frames/A/000060.jpg,A,0.2939,sam,1,1086.0,722.0,1108.0,741.0
data/frames/A/000060.jpg,A,0.2933,sam,1,689.0,782.0,710.0,797.0
data/frames/A/000060.jpg,A,0.2875,sam,1,1221.0,474.0,1237.0,483.0
data/frames/A/000060.jpg,A,0.2759,sam,1,0.0,746.0,62.0,783.0
data/frames/A/000060.jpg,A,0.2495,sam,1,851.0,468.0,861.0,482.0
data/frames/A/000060.jpg,A,0.2382,sam,1,1648.0,454.0,1665.0,463.0
data/frames/A/000060.jpg,A,0.2359,sam,1,1576.0,446.0,1593.0,456.0
data/frames/A/000060.jpg,A,0.2211,sam,1,1391.0,444.0,1407.0,454.0
data/frames/A/000060.jpg,A,0.2196,sam,1,540.0,480.0,557.0,489.0
data/frames/A/000060.jpg,A,0.2144,sam,1,1030.0,656.0,1044.0,669.0
data/frames/A/000060.jpg,A,0.2096,sam,1,861.0,339.0,873.0,351.0
data/frames/A/000060.jpg,A,0.1989,sam,1,447.0,474.0,463.0,485.0
data/frames/A/000060.jpg,A,0.1900,sam,1,412.0,645.0,426.0,660.0
data/frames/A/000060.jpg,A,0.1878,sam,1,654.0,455.0,670.0,464.0
data/frames/A/000060.jpg,A,0.1865,sam,1,1038.0,424.0,1057.0,434.0
data/frames/A/000060.jpg,A,0.1865,sam,1,87.0,976.0,128.0,1011.0
data/frames/A/000060.jpg,A,0.1843,sam,1,580.0,266.0,591.0,275.0
data/frames/A/000060.jpg,A,0.1816,sam,1,810.0,712.0,835.0,728.0
data/frames/A/000060.jpg,A,0.1804,sam,1,441.0,772.0,458.0,786.0
data/frames/A/000060.jpg,A,0.1734,sam,1,950.0,572.0,961.0,586.0
data/frames/A/000060.jpg,A,0.1722,sam,1,970.0,340.0,987.0,369.0
data/frames/A/000060.jpg,A,0.1718,sam,1,941.0,341.0,951.0,352.0
data/frames/A/000060.jpg,A,0.1672,sam,1,432.0,614.0,446.0,628.0
data/frames/A/000060.jpg,A,0.1655,sam,1,853.0,67.0,861.0,83.0
data/frames/A/000060.jpg,A,0.1615,sam,1,471.0,449.0,488.0,459.0
data/frames/A/000060.jpg,A,0.1577,sam,1,399.0,706.0,412.0,720.0
data/frames/A/000060.jpg,A,0.1552,sam,1,968.0,925.0,980.0,954.0
data/frames/A/000060.jpg,A,0.1508,sam,1,1007.0,385.0,1057.0,440.0
data/frames/A/000075.jpg,A,0.4422,sam,1,1708.0,441.0,1770.0,462.0
data/frames/A/000075.jpg,A,0.3954,sam,1,1133.0,474.0,1154.0,485.0
data/frames/A/000075.jpg,A,0.3812,sam,1,1406.0,475.0,1427.0,486.0
data/frames/A/000075.jpg,A,0.3116,sam,1,1856.0,646.0,1869.0,661.0
data/frames/A/000075.jpg,A,0.3047,sam,1,1273.0,474.0,1289.0,483.0
data/frames/A/000075.jpg,A,0.2861,sam,1,665.0,792.0,686.0,806.0
data/frames/A/000075.jpg,A,0.2663,sam,1,87.0,977.0,128.0,1012.0
data/frames/A/000075.jpg,A,0.2568,sam,1,1592.0,454.0,1610.0,462.0
data/frames/A/000075.jpg,A,0.2503,sam,1,87.0,977.0,197.0,1080.0
data/frames/A/000075.jpg,A,0.2400,sam,1,1068.0,708.0,1090.0,727.0
data/frames/A/000075.jpg,A,0.2371,sam,1,1125.0,743.0,1146.0,760.0
data/frames/A/000075.jpg,A,0.2344,sam,1,1900.0,414.0,1920.0,444.0
data/frames/A/000075.jpg,A,0.2317,sam,1,1524.0,445.0,1542.0,456.0
data/frames/A/000075.jpg,A,0.2298,sam,1,1007.0,385.0,1056.0,439.0
data/frames/A/000075.jpg,A,0.2255,sam,1,0.0,746.0,60.0,783.0
data/frames/A/000075.jpg,A,0.2242,sam,1,488.0,568.0,504.0,581.0
data/frames/A/000075.jpg,A,0.2218,sam,1,1338.0,444.0,1353.0,453.0
data/frames/A/000075.jpg,A,0.2204,sam,1,809.0,712.0,834.0,728.0
data/frames/A/000075.jpg,A,0.2135,sam,1,962.0,874.0,978.0,905.0
data/frames/A/000075.jpg,A,0.2127,sam,1,506.0,473.0,523.0,483.0
data/frames/A/000075.jpg,A,0.2037,sam,1,850.0,484.0,862.0,498.0
data/frames/A/000075.jpg,A,0.2017,sam,1,1020.0,638.0,1034.0,650.0
data/frames/A/000075.jpg,A,0.1929,sam,1,589.0,479.0,607.0,488.0
data/frames/A/000075.jpg,A,0.1919,sam,1,428.0,761.0,446.0,777.0
data/frames/A/000075.jpg,A,0.1883,sam,1,1038.0,424.0,1056.0,434.0
data/frames/A/000075.jpg,A,0.1872,sam,1,948.0,529.0,959.0,541.0
data/frames/A/000075.jpg,A,0.1866,sam,1,598.0,254.0,613.0,263.0
data/frames/A/000075.jpg,A,0.1845,sam,1,920.0,14.0,936.0,36.0
data/frames/A/000075.jpg,A,0.1753,sam,1,440.0,604.0,454.0,619.0
data/frames/A/000075.jpg,A,0.1733,sam,1,858.0,356.0,868.0,367.0
data/frames/A/000075.jpg,A,0.1672,sam,1,414.0,633.0,431.0,649.0
data/frames/A/000075.jpg,A,0.1595,sam,1,792.0,446.0,808.0,455.0
data/frames/A/000075.jpg,A,0.1558,sam,1,397.0,693.0,410.0,708.0
data/frames/A/000075.jpg,A,0.1522,sam,1,583.0,228.0,596.0,238.0
data/frames/A/000075.jpg,A,0.1519,sam,1,417.0,451.0,433.0,461.0
data/frames/A/000075.jpg,A,0.1502,sam,1,939.0,313.0,948.0,324.0
data/frames/A/000090.jpg,A,0.4298,sam,1,1672.0,440.0,1733.0,462.0
data/frames/A/000090.jpg,A,0.3759,sam,1,944.0,827.0,974.0,857.0
data/frames/A/000090.jpg,A,0.3552,sam,1,1190.0,473.0,1210.0,485.0
data/frames/A/000090.jpg,A,0.3513,sam,1,641.0,799.0,660.0,812.0
data/frames/A/000090.jpg,A,0.3462,sam,1,87.0,977.0,196.0,1080.0
data/frames/A/000090.jpg,A,0.3339,sam,1,1459.0,475.0,1479.0,487.0
data/frames/A/000090.jpg,A,0.3242,sam,1,638.0,478.0,655.0,488.0
data/frames/A/000090.jpg,A,0.3226,sam,1,1102.0,730.0,1124.0,748.0
data/frames/A/000090.jpg,A,0.3194,sam,1,1325.0,474.0,1341.0,484.0
data/frames/A/000090.jpg,A,0.3032,sam,1,534.0,458.0,550.0,466.0
data/frames/A/000090.jpg,A,0.3025,sam,1,1052.0,692.0,1071.0,710.0
data/frames/A/000090.jpg,A,0.2912,sam,1,566.0,472.0,583.0,482.0
data/frames/A/000090.jpg,A,0.2808,sam,1,1855.0,646.0,1869.0,661.0
data/frames/A/000090.jpg,A,0.2807,sam,1,1535.0,453.0,1553.0,462.0
data/frames/A/000090.jpg,A,0.2667,sam,1,1012.0,618.0,1025.0,630.0
data/frames/A/000090.jpg,A,0.2649,sam,1,809.0,713.0,834.0,728.0
data/frames/A/000090.jpg,A,0.2592,sam,1,502.0,560.0,518.0,574.0
data/frames/A/000090.jpg,A,0.2590,sam,1,450.0,594.0,465.0,608.0
data/frames/A/000090.jpg,A,0.2542,sam,1,1284.0,444.0,1302.0,453.0
data/frames/A/000090.jpg,A,0.2472,sam,1,1473.0,446.0,1489.0,455.0
data/frames/A/000090.jpg,A,0.2256,sam,1,421.0,621.0,438.0,636.0
data/frames/A/000090.jpg,A,0.2236,sam,1,418.0,751.0,436.0,767.0
data/frames/A/000090.jpg,A,0.2149,sam,1,620.0,245.0,634.0,254.0
data/frames/A/000090.jpg,A,0.2129,sam,1,0.0,747.0,60.0,784.0
data/frames/A/000090.jpg,A,0.2109,sam,1,1874.0,458.0,1892.0,468.0
data/frames/A/000090.jpg,A,0.2083,sam,1,556.0,240.0,571.0,250.0
data/frames/A/000090.jpg,A,0.2074,sam,1,87.0,977.0,127.0,1011.0
data/frames/A/000090.jpg,A,0.2042,sam,1,1039.0,424.0,1055.0,434.0
data/frames/A/000090.jpg,A,0.2001,sam,1,548.0,536.0,571.0,554.0
data/frames/A/000090.jpg,A,0.1877,sam,1,855.0,374.0,865.0,386.0
data/frames/A/000090.jpg,A,0.1844,sam,1,946.0,488.0,957.0,500.0
data/frames/A/000090.jpg,A,0.1816,sam,1,894.0,329.0,904.0,339.0
data/frames/A/000090.jpg,A,0.1724,sam,1,1885.0,415.0,1920.0,445.0
data/frames/A/000090.jpg,A,0.1710,sam,1,397.0,681.0,410.0,695.0
data/frames/A/000090.jpg,A,0.1689,sam,1,1012.0,417.0,1028.0,441.0
data/frames/A/000090.jpg,A,0.1637,sam,1,850.0,499.0,863.0,515.0
data/frames/A/000090.jpg,A,0.1613,sam,1,796.0,713.0,833.0,742.0
data/frames/A/000090.jpg,A,0.1585,sam,1,969.0,314.0,979.0,325.0
data/frames/A/000090.jpg,A,0.1531,sam,1,737.0,447.0,753.0,456.0
data/frames/A/000105.jpg,A,0.4324,sam,1,87.0,977.0,195.0,1080.0
data/frames/A/000105.jpg,A,0.4009,sam,1,1511.0,475.0,1533.0,487.0
data/frames/A/000105.jpg,A,0.3758,sam,1,1635.0,439.0,1695.0,460.0
data/frames/A/000105.jpg,A,0.3549,sam,1,0.0,521.0,44.0,539.0
data/frames/A/000105.jpg,A,0.3296,sam,1,1245.0,474.0,1265.0,486.0
data/frames/A/000105.jpg,A,0.3005,sam,1,1855.0,646.0,1869.0,661.0
data/frames/A/000105.jpg,A,0.2907,sam,1,1084.0,716.0,1104.0,734.0
data/frames/A/000105.jpg,A,0.2900,sam,1,1039.0,675.0,1058.0,694.0
data/frames/A/000105.jpg,A,0.2874,sam,1,1813.0,457.0,1830.0,466.0
data/frames/A/000105.jpg,A,0.2762,sam,1,627.0,471.0,642.0,481.0
data/frames/A/000105.jpg,A,0.2756,sam,1,1846.0,409.0,1867.0,420.0
data/frames/A/000105.jpg,A,0.2729,sam,1,616.0,804.0,635.0,816.0
data/frames/A/000105.jpg,A,0.2640,sam,1,473.0,458.0,489.0,467.0
data/frames/A/000105.jpg,A,0.2523,sam,1,851.0,514.0,864.0,532.0
data/frames/A/000105.jpg,A,0.2502,sam,1,644.0,238.0,659.0,246.0
data/frames/A/000105.jpg,A,0.2495,sam,1,1422.0,444.0,1439.0,454.0
data/frames/A/000105.jpg,A,0.2483,sam,1,958.0,781.0,972.0,805.0
data/frames/A/000105.jpg,A,0.2395,sam,1,1233.0,443.0,1247.0,453.0
data/frames/A/000105.jpg,A,0.2379,sam,1,1377.0,475.0,1394.0,485.0
data/frames/A/000105.jpg,A,0.2356,sam,1,1480.0,452.0,1497.0,460.0
data/frames/A/000105.jpg,A,0.2303,sam,1,686.0,479.0,703.0,488.0
data/frames/A/000105.jpg,A,0.2303,sam,1,808.0,713.0,834.0,728.0
data/frames/A/000105.jpg,A,0.2283,sam,1,516.0,554.0,533.0,566.0
data/frames/A/000105.jpg,A,0.2243,sam,1,942.0,757.0,955.0,774.0
data/frames/A/000105.jpg,A,0.2175,sam,1,992.0,515.0,1004.0,530.0
data/frames/A/000105.jpg,A,0.2164,sam,1,1007.0,597.0,1019.0,609.0
data/frames/A/000105.jpg,A,0.2157,sam,1,853.0,391.0,863.0,405.0
data/frames/A/000105.jpg,A,0.2156,sam,1,1039.0,424.0,1055.0,434.0
data/frames/A/000105.jpg,A,0.2077,sam,1,306.0,457.0,324.0,465.0
data/frames/A/000105.jpg,A,0.1939,sam,1,411.0,741.0,428.0,756.0
data/frames/A/000105.jpg,A,0.1870,sam,1,399.0,669.0,412.0,684.0
data/frames/A/000105.jpg,A,0.1827,sam,1,894.0,362.0,904.0,373.0
data/frames/A/000105.jpg,A,0.1815,sam,1,0.0,747.0,59.0,784.0
data/frames/A/000105.jpg,A,0.1794,sam,1,460.0,586.0,476.0,598.0
data/frames/A/000105.jpg,A,0.1787,sam,1,1796.0,459.0,1833.0,475.0
data/frames/A/000105.jpg,A,0.1764,sam,1,86.0,977.0,127.0,1013.0
data/frames/A/000105.jpg,A,0.1720,sam,1,1007.0,385.0,1055.0,439.0
data/frames/A/000105.jpg,A,0.1687,sam,1,1900.0,415.0,1920.0,445.0
data/frames/A/000105.jpg,A,0.1671,sam,1,1015.0,418.0,1027.0,435.0
data/frames/A/000105.jpg,A,0.1628,sam,1,29.0,520.0,45.0,537.0
data/frames/A/000105.jpg,A,0.1618,sam,1,1015.0,418.0,1027.0,441.0
data/frames/A/000105.jpg,A,0.1590,sam,1,431.0,610.0,447.0,626.0
data/frames/A/000105.jpg,A,0.1556,sam,1,992.0,565.0,1005.0,588.0
data/frames/A/000120.jpg,A,0.4304,sam,1,1598.0,438.0,1659.0,460.0
data/frames/A/000120.jpg,A,0.4218,sam,1,1564.0,475.0,1585.0,487.0
data/frames/A/000120.jpg,A,0.3249,sam,1,86.0,978.0,195.0,1080.0
data/frames/A/000120.jpg,A,0.2940,sam,1,1301.0,474.0,1320.0,486.0
data/frames/A/000120.jpg,A,0.2843,sam,1,1423.0,451.0,1440.0,460.0
data/frames/A/000120.jpg,A,0.2828,sam,1,734.0,477.0,752.0,487.0
data/frames/A/000120.jpg,A,0.2757,sam,1,1370.0,443.0,1388.0,453.0
data/frames/A/000120.jpg,A,0.2714,sam,1,0.0,747.0,59.0,784.0
data/frames/A/000120.jpg,A,0.2673,sam,1,686.0,470.0,702.0,480.0
data/frames/A/000120.jpg,A,0.2614,sam,1,852.0,535.0,865.0,550.0
data/frames/A/000120.jpg,A,0.2611,sam,1,956.0,736.0,969.0,760.0
data/frames/A/000120.jpg,A,0.2602,sam,1,1429.0,475.0,1446.0,485.0
data/frames/A/000120.jpg,A,0.2521,sam,1,1854.0,646.0,1868.0,661.0
data/frames/A/000120.jpg,A,0.2495,sam,1,413.0,460.0,426.0,469.0
data/frames/A/000120.jpg,A,0.2472,sam,1,593.0,807.0,610.0,817.0
data/frames/A/000120.jpg,A,0.2440,sam,1,1179.0,444.0,1196.0,453.0
data/frames/A/000120.jpg,A,0.2404,sam,1,439.0,601.0,456.0,615.0
data/frames/A/000120.jpg,A,0.2381,sam,1,1067.0,701.0,1088.0,719.0
data/frames/A/000120.jpg,A,0.2367,sam,1,987.0,494.0,1000.0,509.0
data/frames/A/000120.jpg,A,0.2274,sam,1,808.0,714.0,834.0,728.0
data/frames/A/000120.jpg,A,0.2258,sam,1,252.0,458.0,269.0,466.0
data/frames/A/000120.jpg,A,0.2234,sam,1,531.0,548.0,548.0,559.0
data/frames/A/000120.jpg,A,0.2135,sam,1,405.0,729.0,419.0,744.0
data/frames/A/000120.jpg,A,0.2082,sam,1,669.0,233.0,685.0,241.0
data/frames/A/000120.jpg,A,0.2062,sam,1,1811.0,406.0,1828.0,416.0
data/frames/A/000120.jpg,A,0.2057,sam,1,940.0,682.0,952.0,698.0
data/frames/A/000120.jpg,A,0.2023,sam,1,1039.0,423.0,1055.0,434.0
